1,1.00001,1.00004,1.00009,1.00016,1.00025,1.00036,1.00049,1.00064,1.0008,1.00099,1.0012,1.00143,1.00168,1.00195,1.00223,1.00254,1.00287,1.00321,1.00358,1.00397,1.00437,1.0048,1.00525,1.00571,1.00619,1.0067,1.00722,1.00777,1.00833,1.00891,1.00951,1.01014,1.01078,1.01144,1.01212,1.01282,1.01354,1.01427,1.01503,1.01581,1.0166,1.01742,1.01825,1.01911,1.01998,1.02087,1.02178,1.02271,1.02366,1.02463,1.02561,1.02662,1.02764,1.02868,1.02975,1.03083,1.03192,1.03304,1.03418,1.03533,1.03651,1.0377,1.03891,1.04013,1.04138,1.04265,1.04393,1.04523,1.04655,1.04788,1.04924,1.05061,1.052,1.05341,1.05484,1.05628,1.05774,1.05922,1.06072,1.06223,1.06376,1.06531,1.06688,1.06846,1.07006,1.07168,1.07331,1.07497,1.07663,1.07832,1.08002,1.08174,1.08347,1.08523,1.08699,1.08878,1.09058,1.0924,1.09423,1.09608,1.09795
1,1.00005,1.00011,1.00019,1.00028,1.00038,1.00051,1.00065,1.00081,1.00099,1.00118,1.0014,1.00163,1.00188,1.00216,1.00244,1.00275,1.00308,1.00343,1.00379,1.00417,1.00458,1.005,1.00544,1.0059,1.00637,1.00687,1.00739,1.00792,1.00847,1.00905,1.00964,1.01025,1.01087,1.01152,1.01219,1.01287,1.01357,1.01429,1.01503,1.01579,1.01656,1.01736,1.01817,1.019,1.01985,1.02072,1.0216,1.0225,1.02342,1.02436,1.02532,1.02629,1.02728,1.02829,1.02931,1.03035,1.03141,1.03249,1.03358,1.03469,1.03581,1.03695,1.03811,1.03928,1.04047,1.04167,1.04289,1.04412,1.04537,1.04663,1.04791,1.04919,1.05049,1.0518,1.05312,1.05446,1.0558,1.05715,1.0585,1.05986,1.06123,1.06259,1.06396,1.06531,1.06666,1.068,1.06932,1.0706,1.07185,1.07303,1.07414,1.07514,1.07598,1.0766,1.07685,1.07654,1.07523,1.07203,1.06472,1.04716,1
1,1.00008,1.00017,1.00027,1.00038,1.0005,1.00064,1.00079,1.00097,1.00115,1.00136,1.00158,1.00182,1.00207,1.00235,1.00264,1.00295,1.00327,1.00362,1.00398,1.00436,1.00476,1.00518,1.00561,1.00607,1.00654,1.00703,1.00753,1.00806,1.0086,1.00916,1.00974,1.01034,1.01095,1.01158,1.01223,1.0129,1.01359,1.01429,1.01501,1.01575,1.01651,1.01728,1.01807,1.01888,1.0197,1.02054,1.0214,1.02228,1.02317,1.02408,1.025,1.02594,1.0269,1.02787,1.02886,1.02986,1.03088,1.03191,1.03296,1.03403,1.0351,1.03619,1.0373,1.03841,1.03954,1.04069,1.04184,1.043,1.04418,1.04536,1.04656,1.04776,1.04897,1.05018,1.0514,1.05262,1.05384,1.05506,1.05628,1.05749,1.05869,1.05987,1.06104,1.06218,1.06328,1.06434,1.06535,1.06628,1.06712,1.06783,1.06838,1.0687,1.06873,1.06832,1.06728,1.06529,1.06178,1.05576,1.04544,1.02785,1
1,1.00011,1.00022,1.00034,1.00046,1.0006,1.00076,1.00092,1.0011,1.0013,1.00151,1.00174,1.00198,1.00224,1.00252,1.00281,1.00312,1.00345,1.00379,1.00415,1.00453,1.00493,1.00534,1.00577,1.00622,1.00668,1.00716,1.00766,1.00818,1.00871,1.00926,1.00983,1.01041,1.01101,1.01163,1.01227,1.01292,1.01359,1.01427,1.01498,1.0157,1.01643,1.01718,1.01795,1.01874,1.01954,1.02035,1.02119,1.02204,1.0229,1.02378,1.02467,1.02558,1.0265,1.02744,1.02839,1.02936,1.03034,1.03133,1.03233,1.03335,1.03438,1.03542,1.03647,1.03753,1.03861,1.03969,1.04078,1.04188,1.04298,1.04409,1.0452,1.04632,1.04744,1.04856,1.04967,1.05078,1.05189,1.05298,1.05406,1.05512,1.05616,1.05717,1.05815,1.05907,1.05994,1.06074,1.06145,1.06205,1.06251,1.06279,1.06283,1.06257,1.0619,1.06067,1.05866,1.05555,1.05084,1.04381,1.03345,1.01878,1
1,1.00013,1.00026,1.0004,1.00054,1.00069,1.00086,1.00104,1.00123,1.00143,1.00165,1.00189,1.00213,1.0024,1.00268,1.00297,1.00328,1.00361,1.00395,1.00431,1.00468,1.00507,1.00548,1.00591,1.00635,1.00681,1.00728,1.00777,1.00828,1.0088,1.00934,1.00989,1.01047,1.01106,1.01166,1.01228,1.01292,1.01357,1.01424,1.01492,1.01563,1.01634,1.01707,1.01782,1.01858,1.01936,1.02015,1.02096,1.02178,1.02261,1.02346,1.02433,1.0252,1.02609,1.02699,1.02791,1.02884,1.02978,1.03073,1.03169,1.03266,1.03364,1.03464,1.03564,1.03664,1.03766,1.03868,1.03971,1.04074,1.04177,1.04281,1.04384,1.04488,1.04591,1.04693,1.04795,1.04895,1.04995,1.05092,1.05187,1.05278,1.05367,1.05451,1.0553,1.05603,1.05668,1.05723,1.05767,1.05796,1.05808,1.05798,1.05759,1.05685,1.05563,1.0538,1.05115,1.04742,1.04224,1.03516,1.02576,1.01383,1
1,1.00015,1.00029,1.00045,1.00061,1.00077,1.00095,1.00114,1.00134,1.00155,1.00178,1.00202,1.00227,1.00254,1.00282,1.00311,1.00342,1.00375,1.00409,1.00445,1.00482,1.00521,1.00561,1.00603,1.00646,1.00691,1.00738,1.00786,1.00836,1.00887,1.0094,1.00995,1.01051,1.01108,1.01167,1.01228,1.0129,1.01354,1.01419,1.01486,1.01554,1.01623,1.01695,1.01767,1.01841,1.01916,1.01993,1.02071,1.02151,1.02231,1.02313,1.02397,1.02481,1.02567,1.02654,1.02742,1.02831,1.02921,1.03012,1.03104,1.03196,1.0329,1.03384,1.03479,1.03575,1.03671,1.03767,1.03863,1.0396,1.04056,1.04153,1.04249,1.04344,1.04439,1.04532,1.04624,1.04714,1.04802,1.04887,1.0497,1.05048,1.05122,1.0519,1.05252,1.05306,1.0535,1.05383,1.05403,1.05406,1.05388,1.05345,1.05272,1.05159,1.04997,1.04774,1.04473,1.04073,1.03552,1.02886,1.02059,1.0108,1
1,1.00016,1.00032,1.00049,1.00066,1.00084,1.00103,1.00123,1.00144,1.00166,1.00189,1.00213,1.00239,1.00266,1.00294,1.00324,1.00355,1.00388,1.00422,1.00457,1.00494,1.00532,1.00572,1.00614,1.00656,1.00701,1.00747,1.00794,1.00843,1.00893,1.00945,1.00998,1.01053,1.01109,1.01167,1.01226,1.01287,1.01349,1.01412,1.01477,1.01544,1.01611,1.0168,1.01751,1.01822,1.01895,1.0197,1.02045,1.02122,1.022,1.02279,1.0236,1.02441,1.02523,1.02607,1.02691,1.02777,1.02863,1.0295,1.03037,1.03126,1.03215,1.03304,1.03394,1.03484,1.03575,1.03665,1.03756,1.03846,1.03936,1.04025,1.04114,1.04201,1.04287,1.04372,1.04455,1.04535,1.04612,1.04686,1.04757,1.04822,1.04882,1.04936,1.04981,1.05018,1.05044,1.05057,1.05055,1.05035,1.04993,1.04924,1.04823,1.04682,1.04494,1.04247,1.03929,1.03526,1.03025,1.02415,1.01694,1.00876,1
1,1.00017,1.00035,1.00053,1.00071,1.0009,1.0011,1.00131,1.00152,1.00175,1.00199,1.00224,1.0025,1.00277,1.00305,1.00335,1.00366,1.00399,1.00433,1.00468,1.00505,1.00543,1.00582,1.00623,1.00665,1.00709,1.00754,1.008,1.00848,1.00898,1.00948,1.01,1.01054,1.01109,1.01165,1.01223,1.01282,1.01343,1.01405,1.01468,1.01532,1.01598,1.01665,1.01733,1.01803,1.01873,1.01945,1.02018,1.02092,1.02168,1.02244,1.02321,1.024,1.02479,1.02559,1.0264,1.02722,1.02804,1.02887,1.02971,1.03055,1.03139,1.03224,1.03309,1.03394,1.03479,1.03564,1.03649,1.03733,1.03816,1.03898,1.0398,1.0406,1.04138,1.04214,1.04288,1.04358,1.04426,1.04489,1.04548,1.04602,1.04649,1.04689,1.0472,1.04741,1.04751,1.04747,1.04726,1.04686,1.04624,1.04535,1.04413,1.04253,1.04048,1.0379,1.0347,1.03078,1.02608,1.02056,1.01426,1.00731,1
1,1.00019,1.00037,1.00056,1.00076,1.00096,1.00116,1.00138,1.0016,1.00183,1.00208,1.00233,1.00259,1.00287,1.00315,1.00345,1.00376,1.00409,1.00442,1.00477,1.00514,1.00551,1.0059,1.00631,1.00672,1.00715,1.00759,1.00805,1.00852,1.009,1.0095,1.01001,1.01054,1.01107,1.01162,1.01219,1.01276,1.01335,1.01395,1.01457,1.01519,1.01583,1.01648,1.01714,1.01782,1.0185,1.0192,1.0199,1.02062,1.02134,1.02208,1.02282,1.02357,1.02433,1.0251,1.02588,1.02666,1.02745,1.02824,1.02903,1.02983,1.03063,1.03143,1.03224,1.03304,1.03384,1.03463,1.03542,1.0362,1.03697,1.03773,1.03847,1.0392,1.0399,1.04058,1.04123,1.04185,1.04243,1.04297,1.04345,1.04388,1.04423,1.0445,1.04469,1.04476,1.04471,1.04452,1.04416,1.04361,1.04282,1.04177,1.04042,1.0387,1.03656,1.03396,1.03081,1.02708,1.02273,1.01775,1.01221,1.00623,1
1,1.0002,1.00039,1.00059,1.0008,1.001,1.00122,1.00144,1.00167,1.00191,1.00215,1.00241,1.00268,1.00295,1.00324,1.00354,1.00385,1.00417,1.00451,1.00486,1.00522,1.00559,1.00597,1.00637,1.00678,1.0072,1.00764,1.00809,1.00855,1.00902,1.00951,1.01001,1.01052,1.01104,1.01158,1.01213,1.01269,1.01326,1.01385,1.01444,1.01505,1.01567,1.0163,1.01694,1.01759,1.01826,1.01893,1.01961,1.0203,1.021,1.02171,1.02242,1.02314,1.02387,1.02461,1.02535,1.0261,1.02685,1.0276,1.02836,1.02911,1.02987,1.03063,1.03138,1.03214,1.03288,1.03362,1.03436,1.03508,1.03579,1.03648,1.03716,1.03782,1.03845,1.03906,1.03963,1.04016,1.04065,1.0411,1.04148,1.0418,1.04205,1.04221,1.04228,1.04224,1.04206,1.04174,1.04126,1.04057,1.03967,1.03851,1.03706,1.03528,1.03312,1.03055,1.02752,1.024,1.02,1.01551,1.01061,1.00539,1
